"","Var1","Freq"
"1","GO:0006355",69
"2","GO:0009737",69
"3","GO:0009414",58
"4","GO:0008150",49
"5","GO:0009409",46
"6","GO:0009651",46
"7","GO:0009611",34
"8","GO:0055085",34
"9","GO:0009753",25
"10","GO:0006979",24
"11","GO:0006952",21
"12","GO:0007165",21
"13","GO:0009631",20
"14","GO:0050832",20
"15","GO:0071456",19
"16","GO:0006970",18
"17","GO:0045893",18
"18","GO:2000022",17
"19","GO:0009738",16
"20","GO:0010150",15
"21","GO:0042742",15
"22","GO:0009408",14
"23","GO:0042538",14
"24","GO:0009733",13
"25","GO:0006357",12
"26","GO:0006749",11
"27","GO:0010228",11
"28","GO:0031347",11
"29","GO:0009407",10
"30","GO:0009751",10
"31","GO:0045892",10
"32","GO:0003333",9
"33","GO:0005975",9
"34","GO:0006869",9
"35","GO:0009555",9
"36","GO:0009793",9
"37","GO:0048364",9
"38","GO:0009269",8
"39","GO:0009620",8
"40","GO:0009744",8
"41","GO:0048316",8
"42","GO:0001666",7
"43","GO:0006468",7
"44","GO:0009416",7
"45","GO:0009617",7
"46","GO:0009627",7
"47","GO:0009691",7
"48","GO:0009749",7
"49","GO:0009845",7
"50","GO:0016036",7
"51","GO:0016311",7
"52","GO:1902074",7
"53","GO:0009739",6
"54","GO:0009788",6
"55","GO:0009867",6
"56","GO:0009873",6
"57","GO:0009911",6
"58","GO:0035556",6
"59","GO:0055062",6
"60","GO:0055129",6
"61","GO:0002229",5
"62","GO:0006629",5
"63","GO:0006950",5
"64","GO:0009695",5
"65","GO:0009834",5
"66","GO:0009908",5
"67","GO:0010025",5
"68","GO:0010112",5
"69","GO:0010118",5
"70","GO:0010189",5
"71","GO:0015804",5
"72","GO:0016104",5
"73","GO:0016567",5
"74","GO:0042542",5
"75","GO:0042594",5
"76","GO:0046777",5
"77","GO:0046856",5
"78","GO:0048366",5
"79","GO:0070588",5
"80","GO:0071215",5
"81","GO:2000143",5
"82","GO:0006012",4
"83","GO:0006874",4
"84","GO:0007166",4
"85","GO:0008643",4
"86","GO:0009266",4
"87","GO:0009615",4
"88","GO:0009637",4
"89","GO:0009789",4
"90","GO:0009826",4
"91","GO:0009827",4
"92","GO:0009909",4
"93","GO:0009958",4
"94","GO:0010029",4
"95","GO:0010030",4
"96","GO:0010345",4
"97","GO:0010555",4
"98","GO:0015770",4
"99","GO:0016102",4
"100","GO:0042372",4
"101","GO:0042631",4
"102","GO:0042761",4
"103","GO:0046256",4
"104","GO:0048573",4
"105","GO:0160062",4
"106","GO:1900150",4
"107","GO:1905200",4
"108","GO:1905582",4
"109","GO:1990961",4
"110","GO:0000103",3
"111","GO:0000302",3
"112","GO:0000398",3
"113","GO:0005985",3
"114","GO:0006631",3
"115","GO:0006813",3
"116","GO:0006816",3
"117","GO:0006878",3
"118","GO:0009435",3
"119","GO:0009624",3
"120","GO:0009658",3
"121","GO:0009694",3
"122","GO:0009723",3
"123","GO:0009809",3
"124","GO:0009828",3
"125","GO:0009901",3
"126","GO:0010017",3
"127","GO:0010039",3
"128","GO:0010073",3
"129","GO:0010143",3
"130","GO:0010344",3
"131","GO:0010411",3
"132","GO:0010431",3
"133","GO:0012501",3
"134","GO:0015706",3
"135","GO:0015867",3
"136","GO:0016121",3
"137","GO:0016310",3
"138","GO:0019748",3
"139","GO:0019762",3
"140","GO:0019953",3
"141","GO:0030026",3
"142","GO:0032259",3
"143","GO:0034059",3
"144","GO:0034599",3
"145","GO:0034605",3
"146","GO:0036444",3
"147","GO:0043086",3
"148","GO:0043161",3
"149","GO:0048443",3
"150","GO:0048838",3
"151","GO:0048868",3
"152","GO:0050826",3
"153","GO:0051603",3
"154","GO:0071472",3
"155","GO:0080003",3
"156","GO:0080051",3
"157","GO:0098542",3
"158","GO:0140547",3
"159","GO:1900057",3
"160","GO:1900366",3
"161","GO:1990641",3
"162","GO:2000028",3
"163","GO:0000038",2
"164","GO:0000304",2
"165","GO:0000719",2
"166","GO:0002213",2
"167","GO:0002221",2
"168","GO:0003006",2
"169","GO:0005983",2
"170","GO:0005986",2
"171","GO:0005993",2
"172","GO:0005996",2
"173","GO:0006032",2
"174","GO:0006108",2
"175","GO:0006351",2
"176","GO:0006457",2
"177","GO:0006508",2
"178","GO:0006542",2
"179","GO:0006722",2
"180","GO:0006796",2
"181","GO:0006812",2
"182","GO:0006817",2
"183","GO:0006855",2
"184","GO:0006865",2
"185","GO:0006882",2
"186","GO:0006995",2
"187","GO:0007129",2
"188","GO:0007623",2
"189","GO:0008610",2
"190","GO:0009058",2
"191","GO:0009061",2
"192","GO:0009247",2
"193","GO:0009395",2
"194","GO:0009413",2
"195","GO:0009446",2
"196","GO:0009448",2
"197","GO:0009625",2
"198","GO:0009626",2
"199","GO:0009630",2
"200","GO:0009635",2
"201","GO:0009638",2
"202","GO:0009639",2
"203","GO:0009640",2
"204","GO:0009644",2
"205","GO:0009646",2
"206","GO:0009648",2
"207","GO:0009649",2
"208","GO:0009687",2
"209","GO:0009697",2
"210","GO:0009704",2
"211","GO:0009725",2
"212","GO:0009736",2
"213","GO:0009850",2
"214","GO:0009851",2
"215","GO:0009860",2
"216","GO:0009863",2
"217","GO:0010043",2
"218","GO:0010075",2
"219","GO:0010114",2
"220","GO:0010154",2
"221","GO:0010162",2
"222","GO:0010167",2
"223","GO:0010183",2
"224","GO:0010187",2
"225","GO:0010218",2
"226","GO:0010223",2
"227","GO:0010229",2
"228","GO:0010249",2
"229","GO:0010256",2
"230","GO:0010262",2
"231","GO:0010588",2
"232","GO:0010629",2
"233","GO:0015743",2
"234","GO:0015749",2
"235","GO:0015798",2
"236","GO:0015800",2
"237","GO:0015866",2
"238","GO:0015918",2
"239","GO:0016192",2
"240","GO:0019375",2
"241","GO:0019432",2
"242","GO:0019722",2
"243","GO:0019761",2
"244","GO:0019915",2
"245","GO:0030003",2
"246","GO:0030154",2
"247","GO:0030497",2
"248","GO:0033198",2
"249","GO:0033389",2
"250","GO:0034440",2
"251","GO:0040029",2
"252","GO:0042752",2
"253","GO:0043447",2
"254","GO:0043622",2
"255","GO:0046686",2
"256","GO:0048015",2
"257","GO:0048235",2
"258","GO:0048367",2
"259","GO:0048507",2
"260","GO:0048544",2
"261","GO:0048825",2
"262","GO:0048827",2
"263","GO:0051209",2
"264","GO:0051262",2
"265","GO:0051301",2
"266","GO:0051457",2
"267","GO:0051555",2
"268","GO:0051560",2
"269","GO:0051762",2
"270","GO:0061025",2
"271","GO:0070417",2
"272","GO:0071249",2
"273","GO:0071365",2
"274","GO:0071369",2
"275","GO:0071446",2
"276","GO:0071555",2
"277","GO:0071836",2
"278","GO:0080027",2
"279","GO:0080086",2
"280","GO:0080112",2
"281","GO:0080136",2
"282","GO:0080167",2
"283","GO:0090332",2
"284","GO:0090333",2
"285","GO:0090351",2
"286","GO:0090548",2
"287","GO:0090693",2
"288","GO:0098656",2
"289","GO:0098712",2
"290","GO:0140964",2
"291","GO:1900056",2
"292","GO:1900425",2
"293","GO:1902531",2
"294","GO:1905039",2
"295","GO:2000039",2
"296","GO:2000280",2
"297","GO:0000045",1
"298","GO:0000122",1
"299","GO:0000160",1
"300","GO:0000949",1
"301","GO:0001101",1
"302","GO:0001561",1
"303","GO:0001676",1
"304","GO:0002237",1
"305","GO:0002239",1
"306","GO:0002758",1
"307","GO:0005982",1
"308","GO:0005992",1
"309","GO:0006007",1
"310","GO:0006020",1
"311","GO:0006089",1
"312","GO:0006090",1
"313","GO:0006099",1
"314","GO:0006105",1
"315","GO:0006122",1
"316","GO:0006123",1
"317","GO:0006396",1
"318","GO:0006414",1
"319","GO:0006470",1
"320","GO:0006486",1
"321","GO:0006499",1
"322","GO:0006520",1
"323","GO:0006536",1
"324","GO:0006540",1
"325","GO:0006541",1
"326","GO:0006560",1
"327","GO:0006562",1
"328","GO:0006564",1
"329","GO:0006570",1
"330","GO:0006572",1
"331","GO:0006591",1
"332","GO:0006633",1
"333","GO:0006636",1
"334","GO:0006646",1
"335","GO:0006649",1
"336","GO:0006656",1
"337","GO:0006680",1
"338","GO:0006778",1
"339","GO:0006793",1
"340","GO:0006814",1
"341","GO:0006826",1
"342","GO:0006828",1
"343","GO:0006879",1
"344","GO:0006886",1
"345","GO:0006888",1
"346","GO:0006892",1
"347","GO:0006949",1
"348","GO:0006955",1
"349","GO:0007030",1
"350","GO:0007186",1
"351","GO:0008104",1
"352","GO:0008283",1
"353","GO:0008299",1
"354","GO:0008361",1
"355","GO:0009051",1
"356","GO:0009102",1
"357","GO:0009116",1
"358","GO:0009308",1
"359","GO:0009411",1
"360","GO:0009445",1
"361","GO:0009450",1
"362","GO:0009451",1
"363","GO:0009553",1
"364","GO:0009567",1
"365","GO:0009609",1
"366","GO:0009610",1
"367","GO:0009629",1
"368","GO:0009642",1
"369","GO:0009668",1
"370","GO:0009682",1
"371","GO:0009688",1
"372","GO:0009690",1
"373","GO:0009693",1
"374","GO:0009734",1
"375","GO:0009735",1
"376","GO:0009740",1
"377","GO:0009741",1
"378","GO:0009742",1
"379","GO:0009750",1
"380","GO:0009768",1
"381","GO:0009785",1
"382","GO:0009787",1
"383","GO:0009823",1
"384","GO:0009833",1
"385","GO:0009856",1
"386","GO:0009861",1
"387","GO:0009865",1
"388","GO:0009875",1
"389","GO:0009915",1
"390","GO:0009926",1
"391","GO:0009938",1
"392","GO:0009943",1
"393","GO:0009961",1
"394","GO:0009965",1
"395","GO:0010016",1
"396","GO:0010018",1
"397","GO:0010027",1
"398","GO:0010037",1
"399","GO:0010044",1
"400","GO:0010047",1
"401","GO:0010048",1
"402","GO:0010077",1
"403","GO:0010082",1
"404","GO:0010089",1
"405","GO:0010102",1
"406","GO:0010115",1
"407","GO:0010117",1
"408","GO:0010119",1
"409","GO:0010120",1
"410","GO:0010133",1
"411","GO:0010148",1
"412","GO:0010182",1
"413","GO:0010193",1
"414","GO:0010208",1
"415","GO:0010214",1
"416","GO:0010222",1
"417","GO:0010224",1
"418","GO:0010227",1
"419","GO:0010230",1
"420","GO:0010263",1
"421","GO:0010268",1
"422","GO:0010286",1
"423","GO:0010311",1
"424","GO:0010315",1
"425","GO:0010336",1
"426","GO:0010351",1
"427","GO:0010358",1
"428","GO:0010374",1
"429","GO:0010378",1
"430","GO:0010380",1
"431","GO:0010398",1
"432","GO:0010446",1
"433","GO:0010468",1
"434","GO:0010496",1
"435","GO:0010507",1
"436","GO:0010540",1
"437","GO:0010581",1
"438","GO:0010583",1
"439","GO:0010584",1
"440","GO:0010623",1
"441","GO:0010866",1
"442","GO:0015801",1
"443","GO:0015808",1
"444","GO:0015839",1
"445","GO:0015904",1
"446","GO:0015908",1
"447","GO:0015979",1
"448","GO:0015994",1
"449","GO:0015996",1
"450","GO:0016094",1
"451","GO:0016122",1
"452","GO:0016124",1
"453","GO:0016132",1
"454","GO:0018061",1
"455","GO:0018119",1
"456","GO:0019310",1
"457","GO:0019367",1
"458","GO:0019388",1
"459","GO:0019484",1
"460","GO:0019674",1
"461","GO:0019745",1
"462","GO:0019760",1
"463","GO:0022603",1
"464","GO:0023052",1
"465","GO:0030001",1
"466","GO:0030007",1
"467","GO:0030148",1
"468","GO:0030198",1
"469","GO:0030244",1
"470","GO:0030261",1
"471","GO:0030643",1
"472","GO:0030968",1
"473","GO:0031000",1
"474","GO:0031048",1
"475","GO:0031179",1
"476","GO:0031348",1
"477","GO:0031365",1
"478","GO:0031407",1
"479","GO:0031408",1
"480","GO:0031468",1
"481","GO:0032260",1
"482","GO:0032355",1
"483","GO:0032957",1
"484","GO:0033231",1
"485","GO:0033306",1
"486","GO:0033619",1
"487","GO:0034389",1
"488","GO:0034407",1
"489","GO:0034614",1
"490","GO:0034625",1
"491","GO:0034626",1
"492","GO:0034628",1
"493","GO:0034644",1
"494","GO:0034755",1
"495","GO:0035435",1
"496","GO:0035445",1
"497","GO:0040009",1
"498","GO:0042026",1
"499","GO:0042127",1
"500","GO:0042128",1
"501","GO:0042218",1
"502","GO:0042335",1
"503","GO:0042545",1
"504","GO:0042546",1
"505","GO:0042744",1
"506","GO:0042753",1
"507","GO:0042867",1
"508","GO:0043048",1
"509","GO:0043067",1
"510","GO:0043069",1
"511","GO:0043090",1
"512","GO:0043157",1
"513","GO:0043207",1
"514","GO:0043266",1
"515","GO:0043547",1
"516","GO:0043562",1
"517","GO:0045087",1
"518","GO:0045176",1
"519","GO:0045292",1
"520","GO:0045333",1
"521","GO:0045454",1
"522","GO:0045489",1
"523","GO:0045814",1
"524","GO:0045910",1
"525","GO:0045927",1
"526","GO:0046185",1
"527","GO:0046244",1
"528","GO:0046283",1
"529","GO:0046294",1
"530","GO:0046622",1
"531","GO:0046685",1
"532","GO:0046688",1
"533","GO:0046713",1
"534","GO:0047484",1
"535","GO:0048232",1
"536","GO:0048510",1
"537","GO:0048512",1
"538","GO:0048527",1
"539","GO:0048581",1
"540","GO:0048629",1
"541","GO:0048638",1
"542","GO:0048658",1
"543","GO:0048731",1
"544","GO:0048766",1
"545","GO:0048767",1
"546","GO:0050691",1
"547","GO:0050801",1
"548","GO:0050821",1
"549","GO:0050829",1
"550","GO:0051026",1
"551","GO:0051259",1
"552","GO:0051260",1
"553","GO:0051365",1
"554","GO:0051453",1
"555","GO:0051510",1
"556","GO:0051554",1
"557","GO:0051592",1
"558","GO:0051707",1
"559","GO:0051923",1
"560","GO:0052386",1
"561","GO:0052543",1
"562","GO:0052546",1
"563","GO:0055075",1
"564","GO:0060416",1
"565","GO:0060560",1
"566","GO:0060586",1
"567","GO:0060627",1
"568","GO:0060866",1
"569","GO:0060918",1
"570","GO:0060919",1
"571","GO:0061157",1
"572","GO:0062211",1
"573","GO:0070179",1
"574","GO:0070301",1
"575","GO:0070574",1
"576","GO:0070973",1
"577","GO:0071230",1
"578","GO:0071243",1
"579","GO:0071244",1
"580","GO:0071333",1
"581","GO:0071454",1
"582","GO:0071470",1
"583","GO:0071475",1
"584","GO:0071483",1
"585","GO:0071484",1
"586","GO:0071485",1
"587","GO:0071486",1
"588","GO:0071490",1
"589","GO:0071491",1
"590","GO:0071492",1
"591","GO:0071502",1
"592","GO:0071732",1
"593","GO:0071784",1
"594","GO:0071786",1
"595","GO:0072593",1
"596","GO:0080022",1
"597","GO:0080024",1
"598","GO:0080028",1
"599","GO:0080029",1
"600","GO:0080040",1
"601","GO:0080113",1
"602","GO:0080121",1
"603","GO:0080143",1
"604","GO:0080147",1
"605","GO:0080148",1
"606","GO:0080162",1
"607","GO:0080168",1
"608","GO:0080184",1
"609","GO:0080186",1
"610","GO:0090057",1
"611","GO:0090148",1
"612","GO:0090158",1
"613","GO:0090449",1
"614","GO:0090547",1
"615","GO:0090551",1
"616","GO:0090627",1
"617","GO:0097237",1
"618","GO:0097305",1
"619","GO:0098655",1
"620","GO:0098657",1
"621","GO:0098755",1
"622","GO:0098869",1
"623","GO:0099402",1
"624","GO:0110126",1
"625","GO:0120195",1
"626","GO:1900033",1
"627","GO:1900034",1
"628","GO:1900037",1
"629","GO:1900039",1
"630","GO:1900070",1
"631","GO:1900140",1
"632","GO:1900367",1
"633","GO:1900457",1
"634","GO:1901349",1
"635","GO:1901601",1
"636","GO:1901679",1
"637","GO:1901703",1
"638","GO:1902289",1
"639","GO:1902358",1
"640","GO:1902456",1
"641","GO:1902457",1
"642","GO:1902584",1
"643","GO:1902600",1
"644","GO:1902609",1
"645","GO:1902890",1
"646","GO:1903409",1
"647","GO:1903426",1
"648","GO:1903825",1
"649","GO:1904821",1
"650","GO:1904963",1
"651","GO:1905392",1
"652","GO:1990019",1
"653","GO:1990110",1
"654","GO:1990573",1
"655","GO:1990748",1
"656","GO:2000012",1
"657","GO:2000024",1
"658","GO:2000029",1
"659","GO:2000038",1
"660","GO:2000214",1
"661","GO:2000377",1
